Version,212

WGS 1984 (GPS),217, 6378137, 298.257223563, 0, 0, 0
USER GRID,0,0,0,0,0

t,d,-28.293602,-53.506958,10/17/2014,11:05:51,379.5,1
t,d,-28.293737,-53.506699,10/17/2014,11:05:52,349.7,0
t,d,-28.293707,-53.506760,10/17/2014,11:05:53,356.2,0
t,d,-28.293625,-53.506905,10/17/2014,11:05:54,376.9,0
t,d,-28.293625,-53.506905,10/17/2014,11:05:55,377,0
t,d,-28.293625,-53.506905,10/17/2014,11:05:56,377,0
t,d,-28.293625,-53.506905,10/17/2014,11:05:57,377,0
t,d,-28.293625,-53.506905,10/17/2014,11:05:58,377,0
t,d,-28.293575,-53.507011,10/17/2014,11:05:59,395.4,0
t,d,-28.293564,-53.507019,10/17/2014,11:06:00,395.4,0
t,d,-28.293575,-53.507004,10/17/2014,11:06:01,394.9,0
t,d,-28.293583,-53.507008,10/17/2014,11:06:02,396.5,0
t,d,-28.293602,-53.506989,10/17/2014,11:06:03,397.8,0
t,d,-28.293598,-53.506996,10/17/2014,11:06:04,400.6,0
t,d,-28.293604,-53.507000,10/17/2014,11:06:05,404.5,0
t,d,-28.293606,-53.507000,10/17/2014,11:06:06,406.8,0
t,d,-28.293602,-53.507011,10/17/2014,11:06:07,412.5,0
t,d,-28.293602,-53.507015,10/17/2014,11:06:08,414.3,0
t,d,-28.293602,-53.507015,10/17/2014,11:06:09,416.2,0
t,d,-28.293606,-53.507011,10/17/2014,11:06:10,416.8,0
t,d,-28.293610,-53.507015,10/17/2014,11:06:11,417.7,0
t,d,-28.293610,-53.507011,10/17/2014,11:06:12,418.2,0
t,d,-28.293610,-53.507011,10/17/2014,11:06:13,419,0
t,d,-28.293617,-53.507000,10/17/2014,11:06:14,417.8,0
t,d,-28.293619,-53.507000,10/17/2014,11:06:15,417.8,0
t,d,-28.293625,-53.506992,10/17/2014,11:06:16,416.8,0
t,d,-28.293625,-53.506992,10/17/2014,11:06:17,416.4,0
t,d,-28.293629,-53.506985,10/17/2014,11:06:18,416,0
t,d,-28.293631,-53.506985,10/17/2014,11:06:19,416,0
t,d,-28.293631,-53.506981,10/17/2014,11:06:20,415.9,0
t,d,-28.293633,-53.506981,10/17/2014,11:06:21,415.5,0
t,d,-28.293634,-53.506981,10/17/2014,11:06:22,415.5,0
t,d,-28.293634,-53.506981,10/17/2014,11:06:23,415,0
t,d,-28.293634,-53.506981,10/17/2014,11:06:24,415.2,0
t,d,-28.293634,-53.506981,10/17/2014,11:06:25,415.1,0
t,d,-28.293634,-53.506981,10/17/2014,11:06:26,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:06:27,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:06:28,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:06:29,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:06:30,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:06:31,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:06:32,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:06:33,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:06:34,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:06:35,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:06:36,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:06:37,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:06:38,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:06:39,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:06:40,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:06:41,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:06:42,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:06:43,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:06:44,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:06:45,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:06:46,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:06:47,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:06:48,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:06:49,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:06:50,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:06:51,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:06:52,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:06:53,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:06:54,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:06:55,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:06:56,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:06:57,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:06:58,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:06:59,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:07:00,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:07:01,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:07:02,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:07:03,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:07:04,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:07:05,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:07:06,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:07:07,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:07:08,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:07:09,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:07:10,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:07:11,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:07:12,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:07:13,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:07:14,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:07:15,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:07:16,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:07:17,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:07:18,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:07:19,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:07:20,415.1,0
t,d,-28.293634,-53.506977,10/17/2014,11:07:21,415.1,0
t,d,-28.293634,-53.506981,10/17/2014,11:07:22,415.1,0
t,d,-28.293634,-53.506981,10/17/2014,11:07:23,415.1,0
t,d,-28.293634,-53.506981,10/17/2014,11:07:24,415.1,0
t,d,-28.293634,-53.506981,10/17/2014,11:07:25,415.1,0
t,d,-28.293634,-53.506981,10/17/2014,11:07:26,415.1,0
t,d,-28.293634,-53.506981,10/17/2014,11:07:27,415.1,0
t,d,-28.293634,-53.506981,10/17/2014,11:07:28,415.1,0
t,d,-28.293634,-53.506981,10/17/2014,11:07:29,415.1,0
t,d,-28.293634,-53.506981,10/17/2014,11:07:30,415.1,0
t,d,-28.293634,-53.506981,10/17/2014,11:07:31,415.1,0
t,d,-28.293634,-53.506981,10/17/2014,11:07:32,415.1,0
t,d,-28.293634,-53.506981,10/17/2014,11:07:33,415.1,0
t,d,-28.293634,-53.506981,10/17/2014,11:07:34,415.1,0
t,d,-28.293634,-53.506981,10/17/2014,11:07:35,415.1,0
t,d,-28.293634,-53.506981,10/17/2014,11:07:36,415.1,0
t,d,-28.293634,-53.506981,10/17/2014,11:07:37,415.1,0
t,d,-28.293634,-53.506981,10/17/2014,11:07:38,415.1,0
t,d,-28.293634,-53.506981,10/17/2014,11:07:39,415.1,0
t,d,-28.293634,-53.506981,10/17/2014,11:07:40,415.1,0
t,d,-28.293634,-53.506981,10/17/2014,11:07:41,415.1,0
t,d,-28.293634,-53.506981,10/17/2014,11:07:42,415.1,0
t,d,-28.293634,-53.506981,10/17/2014,11:07:43,415.1,0
t,d,-28.293634,-53.506981,10/17/2014,11:07:44,415.1,0
t,d,-28.293634,-53.506981,10/17/2014,11:07:45,415.1,0
t,d,-28.293634,-53.506981,10/17/2014,11:07:46,415.1,0
t,d,-28.293634,-53.506981,10/17/2014,11:07:47,415.1,0
t,d,-28.293634,-53.506981,10/17/2014,11:07:48,415.1,0
t,d,-28.293634,-53.506981,10/17/2014,11:07:49,415.1,0
t,d,-28.293634,-53.506981,10/17/2014,11:07:50,415.1,0
t,d,-28.293634,-53.506981,10/17/2014,11:07:51,415.1,0
t,d,-28.293634,-53.506981,10/17/2014,11:07:52,415.1,0
t,d,-28.293634,-53.506981,10/17/2014,11:07:53,415.1,0
